DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
"221312309,2022-06-02,2022-06-01,1200,Newton,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",64,F,H,,Invest Cont,E  WASHINGTON                   BL"
220912558,2022-08-13,2022-07-30,1430,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),48,F,B,,Adult Other,14800    SHERMAN                      WY
220214413,2022-08-08,2022-08-08,0420,Rampart,ROBBERY,47,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,SUNSET                       BL
"221000897,2022-09-30,2022-09-30,2015,West Valley,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",32,M,W,OTHER KNIFE,Invest Cont,18400    VICTORY                      BL"
220811585,2022-07-04,2022-07-04,1145,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,M,O,VERBAL THREAT,Invest Cont,LA GRANGE
231906678,2023-03-06,2022-11-14,1120,Mission,THEFT OF IDENTITY,86,M,H,,Invest Cont,14200    HERRON                       ST
"220119593,2022-09-01,2022-08-29,1545,Central,BATTERY - SIMPLE ASSAULT,42,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,800 S  FLOWER                       ST"
221318887,2022-10-06,2022-10-05,0930,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,H,,Invest Cont,E  24TH                         ST
230206103,2023-02-14,2022-12-02,1200,Rampart,THEFT OF IDENTITY,70,M,H,,Invest Cont,400    WITMER                       ST
"221517038,2022-11-03,2022-11-02,1435,N Hollywood,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",74,F,O,,Invest Cont,12100    VICTORY                      BL"
220119478,2022-08-29,2022-08-27,1735,Central,THEFT PLAIN - PETTY ($950 & UNDER),36,M,W,,Invest Cont,300 S  SANTA FE                     AV
"221612662,2022-09-23,2022-07-18,1430,Foothill,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",56,M,W,,Invest Cont,FLEETWOOD                    ST"
220316723,2022-09-13,2022-09-10,0341,Southwest,THEFT OF IDENTITY,34,M,H,,Invest Cont,4000    COCO                         AV
221017799,2022-12-17,2022-11-29,2100,West Valley,THREATENING PHONE CALLS/LETTERS,37,M,W,VERBAL THREAT,Invest Cont,19400    VANOWEN                      ST
"221010263,2022-06-10,2022-06-10,1800,West Valley,BATTERY - SIMPLE ASSAULT,60,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,16500    VICTORY                      BL"
"220710079,2022-06-05,2022-06-05,1900,Wilshire,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",14,M,A,FIXED OBJECT,Juv Arrest,400 S  CURSON                       AV"
"221219017,2022-09-05,2022-09-05,0001,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6100 S  VICTORIA                     AV"
"220117298,2022-08-01,2022-08-01,0540,Central,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",39,M,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,100 E  1ST                          ST"
221716287,2022-10-20,2022-10-20,1000,Devonshire,BURGLARY FROM VEHICLE,60,M,H,,Invest Cont,10900    ODESSA                       AV
221814693,2022-07-23,2022-07-23,2335,Southeast,BRANDISH WEAPON,37,M,H,SIMULATED GUN,Adult Arrest,100 W  CENTURY                      BL
"221014392,2022-09-23,2022-09-23,1735,West Valley,ROBBERY,49,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,BALBOA"
"222019890,2022-12-30,2022-12-29,1545,Olympic,ROBBERY,55,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,2800 W  8TH                          ST"
"220910740,2022-06-25,2022-06-23,1635,Van Nuys,BATTERY - SIMPLE ASSAULT,45,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,13900    VENTURA                      BL"
"220917429,2022-12-18,2022-12-17,2000,Van Nuys,BATTERY - SIMPLE ASSAULT,21,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,15000    SATICOY                      ST"
220811012,2022-06-21,2022-06-21,0200,West LA,ARSON,49,M,B,,Invest Cont,3300 S  DURANGO                      AV
222014181,2022-08-02,2022-08-02,2145,Olympic,THEFT OF IDENTITY,31,F,O,,Invest Cont,4500    MAPLEWOOD                    AV
221614174,2022-10-27,2022-10-25,1130,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),24,M,H,,Invest Cont,11900    FOOTHILL                     BL
220218922,2022-10-21,2022-10-20,1835,Rampart,BURGLARY FROM VEHICLE,27,F,W,,Invest Cont,SUNSET
"220222128,2022-12-24,2022-12-24,0105,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,44,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,700 S  WESTLAKE                     AV"
221115560,2022-10-26,2022-10-14,1153,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),33,M,W,,Invest Cont,3900    EAGLE ROCK                   BL
221315283,2022-07-31,2022-07-31,1837,Newton,BATTERY - SIMPLE ASSAULT,45,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,CENTRAL                      AV
"220213833,2022-07-26,2022-07-25,0001,Rampart,THEFT PLAIN - ATTEMPT,29,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,100    GLENDALE                     BL"
221812431,2022-06-10,2022-06-03,0001,Southeast,THEFT OF IDENTITY,44,M,B,,Invest Cont,400 W  107TH                        ST
"220614644,2022-08-14,2022-08-14,1600,Hollywood,BATTERY - SIMPLE ASSAULT,21,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1100    GORDON                       ST"
221717226,2022-08-18,2022-08-16,1600,Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),42,M,W,,Invest Cont,18300    MALDEN                       ST
220124436,2022-11-08,2022-10-28,2305,Central,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,,Invest Cont,1300 S  FLOWER                       ST
221222274,2022-10-24,2022-10-24,2315,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,69,M,B,VERBAL THREAT,Invest Cont,9400 S  MANHATTAN                    PL
221614542,2022-11-24,2022-11-24,1445,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,A,,Invest Cont,9400    SAN FERNANDO                 RD
231405518,2023-02-03,2022-11-27,1045,Pacific,CRIMINAL THREATS - NO WEAPON DISPLAYED,47,F,O,VERBAL THREAT,Invest Cont,400    WORLD                        WY
220715614,2022-10-23,2022-10-23,2300,Wilshire,ROBBERY,33,M,W,HAND GUN,Invest Cont,8000 W  3RD                          ST
221115358,2022-10-22,2022-10-21,1500,Northeast,ARSON,44,M,H,,Adult Arrest,200 S  AVENUE 57
220713010,2022-08-18,2022-08-17,1230,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,F,B,VERBAL THREAT,Adult Arrest,1200    CRENSHAW                     BL
"232007910,2023-04-08,2022-12-11,1346,Olympic,BATTERY - SIMPLE ASSAULT,25,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,3600 W  9TH                          ST"
221319545,2022-10-19,2022-10-19,0520,Newton,BURGLARY FROM VEHICLE,42,F,B,,Invest Cont,300 E  FLORENCE                     AV
220412109,2022-08-16,2022-08-16,0955,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),43,F,H,,Invest Cont,400 S  ST LOUIS                     ST
"220219428,2022-10-29,2022-10-29,2325,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,300 N  MARIPOSA                     AV"
"222112964,2022-08-12,2022-08-12,1700,Topanga,ROBBERY,14,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6600    TOPANGA CANYON               BL"
"220314104,2022-07-22,2022-07-22,1630,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",57,X,X,SEMI-AUTOMATIC PISTOL,Invest Cont,4000 W  MARTIN LUTHER KING JR        BL"
220710717,2022-06-21,2022-06-21,1930,Wilshire,BURGLARY FROM VEHICLE,34,F,A,,Invest Cont,800 S  LA BREA                      AV
221316909,2022-09-01,2022-08-30,1800,Newton,BURGLARY FROM VEHICLE,23,F,W,,Invest Cont,1100    SAN JULIAN                   ST
221216042,2022-07-07,2022-07-06,1015,77th Street,THEFT OF IDENTITY,29,F,B,,Invest Cont,1700 W  84TH                         PL
221615457,2022-12-10,2022-12-07,1400,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,F,O,,Invest Cont,OSBORNE                      ST
"221421314,2022-12-16,2022-12-16,2008,Pacific,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",68,F,W,,Invest Cont,9200    AIRPORT                      BL"
220116030,2022-07-10,2022-07-08,2213,Central,PICKPOCKET,21,F,F,,Invest Cont,1200 N  SPRING                       ST
221214351,2022-06-21,2022-06-10,2230,77th Street,CONTEMPT OF COURT,40,F,B,,Adult Other,900 W  79TH                         ST
"222115947,2022-10-27,2022-10-27,1240,Topanga,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",38,F,B,BOTTLE,Invest Cont,CANOGA                       AV"
"220415055,2022-11-04,2022-11-04,2250,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,42,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,WHITTIER                     BL"
"221419274,2022-11-22,2022-11-22,1600,Pacific,BATTERY ON A FIREFIGHTER,40,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,PACIFIC                      AV"
221015164,2022-10-12,2022-10-11,1900,West Valley,BURGLARY FROM VEHICLE,30,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,17300    KILLION                      ST
"222110582,2022-06-15,2022-06-15,2025,Topanga,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",73,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7100    FARRALONE                    AV"
220409367,2022-06-02,2022-06-02,0855,Hollenbeck,THEFT OF IDENTITY,32,F,B,,Invest Cont,4000 N  MISSION                      RD
221213154,2022-06-05,2022-06-05,0550,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),64,F,B,,Invest Cont,1200 W  59TH                         ST
"221815434,2022-08-08,2022-08-08,0810,Southeast,BATTERY - SIMPLE ASSAULT,28,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1400 E  107TH                        ST"
"221915543,2022-10-06,2022-10-06,2015,Mission,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",30,F,H,,Invest Cont,SAYRE"
222114926,2022-10-02,2022-10-02,1135,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),20,F,F,,Invest Cont,CANOGA
220614489,2022-08-10,2022-08-08,1250,Hollywood,THEFT OF IDENTITY,39,M,W,,Invest Cont,6600    SELMA                        AV
220717401,2022-11-22,2022-11-22,1525,Wilshire,THEFT OF IDENTITY,25,F,O,,Invest Cont,500 N  FAIRFAX                      AV
"221609118,2022-06-04,2022-06-03,2255,Foothill,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",28,F,H,,Invest Cont,10700    LULL                         ST"
221113647,2022-09-08,2022-09-08,0830,Northeast,THEFT OF IDENTITY,52,F,H,,Invest Cont,3100    ESTARA                       AV
"222015500,2022-09-15,2022-09-15,0915,Olympic,BATTERY - SIMPLE ASSAULT,65,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,600 S  WESTERN                      AV"
221018020,2022-12-23,2022-12-23,0930,West Valley,TRESPASSING,33,F,H,,Invest Cont,19400    VANOWEN                      ST
220814050,2022-09-02,2022-09-01,0057,West LA,THEFT OF IDENTITY,30,M,O,,Adult Arrest,LA CIENEGA                   BL
"220416818,2022-12-30,2022-12-30,2200,Hollenbeck,BATTERY - SIMPLE ASSAULT,48,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,2700    WABASH                       AV"
"221321652,2022-11-30,2022-11-30,0745,Newton,BATTERY - SIMPLE ASSAULT,40,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,4400    TOWNE                        AV"
"220611429,2022-06-07,2022-06-07,0330,Hollywood,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",33,F,W,,Invest Cont,1800    IVAR                         AV"
230605697,2023-02-06,2022-10-27,1900,Hollywood,THEFT OF IDENTITY,39,M,B,,Invest Cont,1400 N  ALTA VISTA                   BL
"221415914,2022-08-28,2022-08-28,1330,Pacific,BATTERY - SIMPLE ASSAULT,55,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,3900    MARCASEL                     AV"
"221711755,2022-07-29,2022-07-29,1920,Devonshire,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",40,M,W,,Invest Cont,12500    MENDEL                       DR"
"220617221,2022-10-06,2022-10-06,1845,Hollywood,BATTERY - SIMPLE ASSAULT,34,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,HOLLYWOOD                    BL"
220916801,2022-12-02,2022-12-02,0200,Van Nuys,ROBBERY,27,M,O,HAND GUN,Invest Cont,VAN NUYS                     BL
"220312427,2022-06-17,2022-06-17,0645,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",36,M,H,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Invest Cont,FIGUEROA"
"220711548,2022-07-12,2022-01-01,1000,Wilshire,STALKING,51,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,4600    SATURN                       ST"
221117264,2022-12-09,2022-12-07,2015,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,F,F,,Invest Cont,1500 N  KENMORE                      AV
221510618,2022-06-04,2022-06-04,1200,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),69,F,H,,Invest Cont,12100    VICTORY                      BL
222117619,2022-12-08,2022-12-01,1355,Topanga,THEFT OF IDENTITY,26,F,H,,Invest Cont,7000    ALABAMA                      AV
"221814301,2022-07-15,2022-07-15,1835,Southeast,ROBBERY,17,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,400 E  89TH                         ST"
220616881,2022-10-01,2022-09-27,1030,Hollywood,BIKE - STOLEN,34,M,W,,Invest Cont,1700    VISTA DEL MAR                ST
220514869,2022-10-15,2022-10-15,1330,Harbor,BURGLARY FROM VEHICLE,42,M,W,,Invest Cont,2500 S  ANCHOVY                      AV
220322380,2022-12-26,2022-12-25,1400,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,F,B,,Invest Cont,DALTON                       AV
220320765,2022-11-25,2022-11-24,1000,Southwest,BURGLARY,25,F,H,,Invest Cont,3400    12TH                         AV
"220814541,2022-09-15,2022-09-15,0900,West LA,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",34,F,H,,Invest Cont,ROBERTSON                    AV"
"221213700,2022-06-12,2022-06-12,1550,77th Street,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",27,M,B,SEMI-AUTOMATIC PISTOL,Invest Cont,81ST                         ST"
220915997,2022-11-10,2022-11-09,1900,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22,F,W,,Invest Cont,5300 N  SEPULVEDA                    BL
220817220,2022-11-22,2022-11-16,0400,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),83,M,W,,Invest Cont,9500    SAWYER                       ST
"221613471,2022-10-20,2022-03-20,1912,Foothill,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",43,M,O,,Invest Cont,10600    GLENOAKS                     BL"
221017316,2022-12-05,2022-12-04,1530,West Valley,BURGLARY,67,F,W,,Invest Cont,19600    REDWING                      ST
"220717363,2022-12-04,2022-12-03,1215,Wilshire,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",27,F,W,,Invest Cont,4000 W  PICO                         BL"
221011348,2022-07-07,2022-07-02,0800,West Valley,THEFT OF IDENTITY,52,M,B,,Invest Cont,18400    SHERMAN                      WY
"230705089,2023-01-22,2022-12-24,1500,Wilshire,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",90,M,B,,Invest Cont,1100    HI POINT                     ST"
221514782,2022-09-12,2022-09-11,2200,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,M,H,,Invest Cont,11400    VANOWEN                      ST
"221017939,2022-12-21,2022-12-04,1900,West Valley,""BUNCO, GRAND THEFT"",21,M,W,,Invest Cont,17900    HEMMINGWAY                   ST"
"221812129,2022-06-05,2022-06-05,2120,Southeast,""BUNCO, PETTY THEFT"",52,F,H,,Invest Cont,10300 S  CENTRAL                      AV"
"220509829,2022-06-04,2022-06-04,0600,Harbor,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",25,F,H,,Invest Cont,20600 S  WESTERN                      AV"
"220314750,2022-08-05,2022-08-05,1330,Southwest,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",18,F,B,,Invest Cont,1700 W  MARTIN LUTHER KING JR        BL"
221010388,2022-06-11,2022-06-09,1500,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),42,F,O,,Invest Cont,16400    VENTURA                      BL
"221016886,2022-11-25,2022-11-25,1900,West Valley,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",16,F,O,OTHER KNIFE,Adult Arrest,18300    BLYTHE                       ST"
220114230,2022-06-12,2022-06-11,2200,Central,PICKPOCKET,43,F,I,,Invest Cont,500 S  OLIVE                        ST
"220714279,2022-09-19,2022-09-19,1235,Wilshire,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",45,M,W,,Invest Cont,WILSHIRE                     BL"
220900954,2022-09-04,2022-09-03,1830,Van Nuys,ROBBERY,21,F,H,SCISSORS,Adult Arrest,6100 N  SEPULVEDA                    BL
221012144,2022-07-28,2022-07-25,2150,West Valley,BURGLARY,75,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,17800    TARZANA                      ST
"220817732,2022-12-05,2022-12-05,1430,West LA,""BUNCO, GRAND THEFT"",34,M,O,,Invest Cont,1600    BARRY                        AV"
220617142,2022-10-06,2022-10-04,1430,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),59,M,B,,Invest Cont,4700    MELROSE                      AV
220412069,2022-08-14,2022-08-13,2000,Hollenbeck,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27,F,H,,Invest Cont,2800    LANCASTER                    AV
"220217652,2022-09-28,2022-09-28,2245,Rampart,BATTERY - SIMPLE ASSAULT,51,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,BEACON                       ST"
220814010,2022-08-31,2022-08-31,2200,West LA,BURGLARY,35,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,2000    BUTLER                       AV
220818034,2022-12-13,2022-09-28,1435,West LA,THEFT OF IDENTITY,49,F,W,,Invest Cont,1400    BUTLER                       AV
"221818747,2022-10-07,2022-10-07,1230,Southeast,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",39,F,B,,Adult Other,600 W  106TH                        ST"
220812755,2022-08-01,2022-07-29,1630,West LA,ARSON,59,F,W,,Invest Cont,11600 W  OLYMPIC                      BL
222114438,2022-09-19,2022-09-19,0920,Topanga,TRESPASSING,35,M,X,,Invest Cont,6700    ETON                         AV
"221614953,2022-12-07,2022-12-07,0050,Foothill,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",57,M,O,,Invest Cont,6400    FOOTHILL                     BL"
220512529,2022-08-14,2022-08-14,1130,Harbor,BURGLARY,34,M,H,,Adult Arrest,300 W  14TH                         ST
"221821863,2022-12-07,2022-12-07,2102,Southeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",50,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,103RD                        ST"
"220614270,2022-08-06,2022-08-05,2330,Hollywood,ROBBERY,30,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,5800    GREGORY                      AV"
220517004,2022-12-13,2022-12-11,0340,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,M,H,,Invest Cont,25300    PRESIDENT                    AV
221518301,2022-12-07,2022-12-02,1820,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),57,M,W,,Invest Cont,3900    LAUREL CANYON                BL
"221100957,2022-11-03,2022-11-03,2010,Northeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",22,F,H,HAND GUN,Invest Cont,HURON"
"221221136,2022-10-08,2022-10-08,0700,77th Street,BATTERY - SIMPLE ASSAULT,25,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1300 W  74TH                         ST"
222014670,2022-09-05,2022-09-05,1754,Olympic,VIOLATION OF RESTRAINING ORDER,50,F,H,,Invest Cont,900    MAGNOLIA                     AV
"220116344,2022-07-16,2022-07-16,2305,Central,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",29,M,O,MACE/PEPPER SPRAY,Adult Arrest,300 E  1ST                          ST"
"221615301,2022-12-20,2022-12-19,1745,Foothill,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,10200    FERNGLEN                     AV"
"221612142,2022-09-06,2022-09-06,2220,Foothill,BATTERY - SIMPLE ASSAULT,53,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,8700    LUCIA                        PL"
"220916149,2022-11-14,2022-11-13,2300,Van Nuys,STALKING,28,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,15400    VANOWEN                      ST"
"222114010,2022-09-08,2022-09-08,1323,Topanga,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",25,M,W,MACE/PEPPER SPRAY,Invest Cont,20100    VENTURA                      BL"
221412651,2022-06-19,2022-06-14,0605,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),24,F,W,,Invest Cont,10700    PALMS                        BL
220322392,2022-12-27,2022-12-24,1235,Southwest,THEFT OF IDENTITY,33,F,B,,Invest Cont,1700 W  37TH                         PL
"221416969,2022-09-17,2022-09-17,1200,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,12700    MITCHELL                     AV"
